,time,live_room_id,live_start_time,live_comment
14,2025-01-01 05:19:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_946084e3', 'time': 1735708680942, 'content': '特别优惠，下了单。'}, {'nick_name': 'User_aef7d2bc', 'time': 1735708685017, 'content': '这款和另一款哪个好？'}, {'nick_name': 'User_c3fa085f', 'time': 1735708699718, 'content': '直播多长时间？'}, {'nick_name': 'User_0007034d', 'time': 1735708712744, 'content': '已关注主播。'}, {'nick_name': 'User_946084e3', 'time': 1735708716849, 'content': '已拍，求发货快。'}, {'nick_name': 'User_c3fa085f', 'time': 1735708727734, 'content': '先加入购物车。'}]"
15,2025-01-01 05:20:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_6581652f', 'time': 1735708745321, 'content': '没抢到券，差评。'}, {'nick_name': 'User_bcfe0f04', 'time': 1735708750773, 'content': '是什么材质？'}, {'nick_name': 'User_6581652f', 'time': 1735708757130, 'content': '包装破损，差评。'}, {'nick_name': 'User_039f07b2', 'time': 1735708766161, 'content': '售后服务怎样？'}]"
16,2025-01-01 05:21:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_6784b73b', 'time': 1735708807000, 'content': '有其他颜色吗？'}, {'nick_name': 'User_45c3ed41', 'time': 1735708811929, 'content': '直播多长时间？'}, {'nick_name': 'User_6784b73b', 'time': 1735708821128, 'content': '我先看看评价。'}, {'nick_name': 'User_6784b73b', 'time': 1735708825124, 'content': '怎么下单？'}, {'nick_name': 'User_02219383', 'time': 1735708825789, 'content': '上次买的不好。'}, {'nick_name': 'User_45c3ed41', 'time': 1735708832176, 'content': '适合多大年龄？'}, {'nick_name': 'User_45c3ed41', 'time': 1735708837941, 'content': '多久能发货？'}, {'nick_name': 'User_45c3ed41', 'time': 1735708845156, 'content': '主播这个多少钱？'}, {'nick_name': 'User_6784b73b', 'time': 1735708856671, 'content': '可以退差价吗？'}]"
17,2025-01-01 05:22:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_380c3730', 'time': 1735708871487, 'content': '包邮吗？'}, {'nick_name': 'User_59dfeec2', 'time': 1735708901345, 'content': '优惠力度大，划算。'}, {'nick_name': 'User_2f0eb85b', 'time': 1735708911229, 'content': '不懂就问。'}]"
18,2025-01-01 05:23:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_bcfe0f04', 'time': 1735708931654, 'content': '可以退差价吗？'}, {'nick_name': 'User_e7bcc100', 'time': 1735708937334, 'content': '新人求带。'}, {'nick_name': 'User_237faadf', 'time': 1735708938154, 'content': '有其他颜色吗？'}, {'nick_name': 'User_237faadf', 'time': 1735708951997, 'content': '这个好抢吗？'}, {'nick_name': 'User_bcfe0f04', 'time': 1735708976041, 'content': '可以退差价吗？'}]"
19,2025-01-01 05:24:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_d55d2bcc', 'time': 1735708981763, 'content': '有其他颜色吗？'}, {'nick_name': 'User_02219383', 'time': 1735709023984, 'content': '平时有直播吗？'}]"
20,2025-01-01 05:25:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_beffb473', 'time': 1735709054014, 'content': '点个赞。'}, {'nick_name': 'User_9b597f71', 'time': 1735709061896, 'content': '有其他颜色吗？'}, {'nick_name': 'User_3e83efe7', 'time': 1735709093139, 'content': '别信，都是托。'}]"
21,2025-01-01 05:26:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_26439294', 'time': 1735709134049, 'content': '主播态度冷淡。'}, {'nick_name': 'User_abc254b8', 'time': 1735709158724, 'content': '这个好抢吗？'}]"
22,2025-01-01 05:27:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_bcc9f99f', 'time': 1735709208903, 'content': '我也在观望。'}]"
23,2025-01-01 05:28:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_d36b9602', 'time': 1735709225809, 'content': '有其他颜色吗？'}, {'nick_name': 'User_d36b9602', 'time': 1735709226692, 'content': '主播这个多少钱？'}, {'nick_name': 'User_45c3ed41', 'time': 1735709240825, 'content': '有发票吗？'}, {'nick_name': 'User_02219383', 'time': 1735709241951, 'content': '价格忽高忽低。'}, {'nick_name': 'User_6784b73b', 'time': 1735709245304, 'content': '客服爱答不理。'}, {'nick_name': 'User_02219383', 'time': 1735709252505, 'content': '主播态度冷淡。'}, {'nick_name': 'User_02219383', 'time': 1735709254353, 'content': '全是套路。'}, {'nick_name': 'User_45c3ed41', 'time': 1735709267248, 'content': '这个码数怎么选？'}, {'nick_name': 'User_45c3ed41', 'time': 1735709268734, 'content': '还有库存吗？'}, {'nick_name': 'User_6784b73b', 'time': 1735709278646, 'content': '没抢到券，差评。'}]"
24,2025-01-01 05:29:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_e05e8ba8', 'time': 1735709284555, 'content': '适合多大年龄？'}, {'nick_name': 'User_d36b9602', 'time': 1735709288265, 'content': '已经拍了，坐等收货。'}, {'nick_name': 'User_ef959686', 'time': 1735709294855, 'content': '主播再讲一遍。'}, {'nick_name': 'User_534ef2f2', 'time': 1735709300293, 'content': '直播间人好多。'}, {'nick_name': 'User_cbe58a1d', 'time': 1735709314889, 'content': '主播讲下材质。'}, {'nick_name': 'User_e05e8ba8', 'time': 1735709327107, 'content': '主播演示一下功能。'}, {'nick_name': 'User_bcc9f99f', 'time': 1735709338344, 'content': '加运费吗？'}]"
25,2025-01-01 05:30:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_d36b9602', 'time': 1735709341759, 'content': '多久能发货？'}, {'nick_name': 'User_bcc9f99f', 'time': 1735709343681, 'content': '怎么下单？'}, {'nick_name': 'User_abc254b8', 'time': 1735709349438, 'content': '可以退差价吗？'}, {'nick_name': 'User_bcfe0f04', 'time': 1735709349454, 'content': '质量不行啊。'}, {'nick_name': 'User_6784b73b', 'time': 1735709349966, 'content': '已拍，求发货快。'}, {'nick_name': 'User_02219383', 'time': 1735709351036, 'content': '虚假宣传。'}, {'nick_name': 'User_02219383', 'time': 1735709354120, 'content': '太坑了。'}, {'nick_name': 'User_02219383', 'time': 1735709359418, 'content': '能试用吗？'}, {'nick_name': 'User_bcc9f99f', 'time': 1735709370169, 'content': '包邮吗？'}, {'nick_name': 'User_bcc9f99f', 'time': 1735709372423, 'content': '点个赞。'}, {'nick_name': 'User_48da7b92', 'time': 1735709374808, 'content': '保质期多久？'}, {'nick_name': 'User_48da7b92', 'time': 1735709385955, 'content': '可以退差价吗？'}, {'nick_name': 'User_02219383', 'time': 1735709387897, 'content': '直播多长时间？'}, {'nick_name': 'User_d4c79bc5', 'time': 1735709390582, 'content': '已下单，期待发货。'}, {'nick_name': 'User_6784b73b', 'time': 1735709392801, 'content': '主播好敬业。'}]"
26,2025-01-01 05:31:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_bcc9f99f', 'time': 1735709401949, 'content': '主播回我下。'}, {'nick_name': 'User_02219383', 'time': 1735709449142, 'content': '已关注主播。'}]"
27,2025-01-01 05:32:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_cbe58a1d', 'time': 1735709484364, 'content': '还有库存吗？'}]"
28,2025-01-01 05:33:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_4d2bcfd8', 'time': 1735709558400, 'content': '直播间的氛围超好。'}, {'nick_name': 'User_02219383', 'time': 1735709569562, 'content': '售后服务怎样？'}, {'nick_name': 'User_bcc9f99f', 'time': 1735709577211, 'content': '售后太慢了。'}]"
29,2025-01-01 05:34:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_1018bc97', 'time': 1735709586880, 'content': '主播演示一下功能。'}, {'nick_name': 'User_02219383', 'time': 1735709589823, 'content': '买了买了。'}, {'nick_name': 'User_10856eda', 'time': 1735709596223, 'content': '直播间人好多。'}, {'nick_name': 'User_bf707f57', 'time': 1735709599865, 'content': '主播回我下。'}, {'nick_name': 'User_bf707f57', 'time': 1735709614269, 'content': '主播再讲一遍。'}, {'nick_name': 'User_02219383', 'time': 1735709620002, 'content': '给主播点赞。'}, {'nick_name': 'User_1018bc97', 'time': 1735709633429, 'content': '关注你了。'}]"
30,2025-01-01 05:35:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_02219383', 'time': 1735709665306, 'content': '售后电话打不通。'}, {'nick_name': 'User_50f838ce', 'time': 1735709675539, 'content': '是正品吗？'}, {'nick_name': 'User_1d338fdf', 'time': 1735709696584, 'content': '看看有没有合适的。'}]"
31,2025-01-01 05:36:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_67c43020', 'time': 1735709714503, 'content': '这个码数怎么选？'}, {'nick_name': 'User_67c43020', 'time': 1735709744166, 'content': '大家觉得怎么样？'}]"
32,2025-01-01 05:37:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_8a721843', 'time': 1735709791612, 'content': '刚进，不太懂。'}]"
33,2025-01-01 05:38:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_5891b2b8', 'time': 1735709837816, 'content': '主播好棒，支持你。'}, {'nick_name': 'User_5e2247fb', 'time': 1735709868339, 'content': '直播多长时间？'}, {'nick_name': 'User_5891b2b8', 'time': 1735709876925, 'content': '直播间人气旺。'}]"
34,2025-01-01 05:39:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_d4c79bc5', 'time': 1735709886200, 'content': '一直支持，不会换。'}, {'nick_name': 'User_02219383', 'time': 1735709888490, 'content': '活动到什么时候？'}, {'nick_name': 'User_d4c79bc5', 'time': 1735709904492, 'content': '主播推荐靠谱。'}, {'nick_name': 'User_5891b2b8', 'time': 1735709905778, 'content': '关注你了。'}, {'nick_name': 'User_dc325fdf', 'time': 1735709910390, 'content': '主播不专业。'}, {'nick_name': 'User_5891b2b8', 'time': 1735709915036, 'content': '有没有赠品？'}, {'nick_name': 'User_dc325fdf', 'time': 1735709925866, 'content': '这个码数怎么选？'}, {'nick_name': 'User_abc254b8', 'time': 1735709927941, 'content': '我先看看评价。'}, {'nick_name': 'User_10856eda', 'time': 1735709931353, 'content': '刚进，不太懂。'}, {'nick_name': 'User_02219383', 'time': 1735709933060, 'content': '包邮吗？'}, {'nick_name': 'User_5891b2b8', 'time': 1735709937193, 'content': '可以退差价吗？'}, {'nick_name': 'User_10856eda', 'time': 1735709937301, 'content': '这个码数怎么选？'}, {'nick_name': 'User_abc254b8', 'time': 1735709939174, 'content': '主播说下尺寸。'}]"
35,2025-01-01 05:40:00,ROOM_0001,2025-01-01 05:01:34,[]
36,2025-01-01 05:41:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_abc254b8', 'time': 1735710027683, 'content': '今天福利多多，赞。'}, {'nick_name': 'User_abc254b8', 'time': 1735710027955, 'content': '特别优惠，下了单。'}, {'nick_name': 'User_34abd12e', 'time': 1735710037711, 'content': '包退换吗？'}, {'nick_name': 'User_59dfeec2', 'time': 1735710058571, 'content': '买过，质量好。'}]"
37,2025-01-01 05:42:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_02219383', 'time': 1735710061514, 'content': '主播不回复我。'}, {'nick_name': 'User_5e2247fb', 'time': 1735710067209, 'content': '我也在观望。'}, {'nick_name': 'User_a402e7e7', 'time': 1735710068293, 'content': '已关注主播。'}, {'nick_name': 'User_02219383', 'time': 1735710083854, 'content': '我看看再说。'}, {'nick_name': 'User_a402e7e7', 'time': 1735710104567, 'content': '适合多大年龄？'}, {'nick_name': 'User_a1fb220d', 'time': 1735710107991, 'content': '物流太慢。'}, {'nick_name': 'User_a402e7e7', 'time': 1735710108906, 'content': '退款难，麻烦。'}, {'nick_name': 'User_23127724', 'time': 1735710113691, 'content': '新人求带。'}, {'nick_name': 'User_bb4fd35d', 'time': 1735710119176, 'content': '是什么材质？'}]"
38,2025-01-01 05:43:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_abc254b8', 'time': 1735710143542, 'content': '没人回答问题。'}, {'nick_name': 'User_a402e7e7', 'time': 1735710170255, 'content': '信任主播，直接拍。'}]"
39,2025-01-01 05:44:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_02219383', 'time': 1735710197382, 'content': '直播间噪音大。'}, {'nick_name': 'User_02219383', 'time': 1735710198111, 'content': '别买了，质量差。'}, {'nick_name': 'User_a402e7e7', 'time': 1735710213276, 'content': '这款和另一款哪个好？'}, {'nick_name': 'User_2f7bade9', 'time': 1735710231880, 'content': '适合多大年龄？'}]"
40,2025-01-01 05:45:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_d4c79bc5', 'time': 1735710288772, 'content': '主播辛苦了，加油。'}]"
41,2025-01-01 05:46:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_ca513ea6', 'time': 1735710303180, 'content': '还有库存吗？'}, {'nick_name': 'User_ca513ea6', 'time': 1735710311773, 'content': '刚进，不太懂。'}]"
42,2025-01-01 05:47:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_6f07867e', 'time': 1735710367745, 'content': '多久能发货？'}, {'nick_name': 'User_a1fb220d', 'time': 1735710374865, 'content': '主播说下尺寸。'}, {'nick_name': 'User_6f07867e', 'time': 1735710382899, 'content': '这个好抢吗？'}, {'nick_name': 'User_a1fb220d', 'time': 1735710396554, 'content': '主播这个多少钱？'}, {'nick_name': 'User_ca513ea6', 'time': 1735710409097, 'content': '总共多少钱？'}, {'nick_name': 'User_4bb286ef', 'time': 1735710415345, 'content': '我先看看评价。'}]"
43,2025-01-01 05:48:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_d3424834', 'time': 1735710423925, 'content': '有发票吗？'}, {'nick_name': 'User_02219383', 'time': 1735710425505, 'content': '别信，都是托。'}, {'nick_name': 'User_02219383', 'time': 1735710427130, 'content': '价格给力，买。'}, {'nick_name': 'User_02219383', 'time': 1735710428887, 'content': '质量真差，无语。'}, {'nick_name': 'User_02219383', 'time': 1735710435737, 'content': '主播黑心。'}, {'nick_name': 'User_88e1bf51', 'time': 1735710436365, 'content': '主播这个多少钱？'}, {'nick_name': 'User_88e1bf51', 'time': 1735710437742, 'content': '不懂就问。'}, {'nick_name': 'User_4bb286ef', 'time': 1735710438764, 'content': '直播间的价格真香。'}, {'nick_name': 'User_d3424834', 'time': 1735710443615, 'content': '活动到什么时候？'}, {'nick_name': 'User_8fddd511', 'time': 1735710446577, 'content': '点个赞。'}, {'nick_name': 'User_54b22758', 'time': 1735710446774, 'content': '能试用吗？'}, {'nick_name': 'User_02219383', 'time': 1735710447032, 'content': '支持主播，一直在。'}, {'nick_name': 'User_4bb286ef', 'time': 1735710449705, 'content': '直播间的价格真香。'}, {'nick_name': 'User_cb9f972d', 'time': 1735710453594, 'content': '刚进，不太懂。'}, {'nick_name': 'User_02219383', 'time': 1735710454390, 'content': '发货慢死了。'}, {'nick_name': 'User_02219383', 'time': 1735710458085, 'content': '质量真差，无语。'}, {'nick_name': 'User_461e128b', 'time': 1735710463385, 'content': '直播间人好多。'}, {'nick_name': 'User_4bb286ef', 'time': 1735710465141, 'content': '每天都要来打卡。'}, {'nick_name': 'User_54b22758', 'time': 1735710472921, 'content': '我看看再说。'}, {'nick_name': 'User_02219383', 'time': 1735710474066, 'content': '买了就后悔。'}, {'nick_name': 'User_02219383', 'time': 1735710474813, 'content': '太失望了。'}, {'nick_name': 'User_8fddd511', 'time': 1735710479864, 'content': '售后服务怎样？'}]"
44,2025-01-01 05:49:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_02219383', 'time': 1735710492958, 'content': '我也在观望。'}, {'nick_name': 'User_99197f12', 'time': 1735710495017, 'content': '能试用吗？'}, {'nick_name': 'User_91f80022', 'time': 1735710527107, 'content': '不划算，走了。'}, {'nick_name': 'User_e508a829', 'time': 1735710532074, 'content': '说的跟实物差太多。'}]"
45,2025-01-01 05:50:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_36194fc1', 'time': 1735710549264, 'content': '有发票吗？'}, {'nick_name': 'User_cfc0ba95', 'time': 1735710561134, 'content': '是正品吗？'}, {'nick_name': 'User_38fbbe4e', 'time': 1735710561286, 'content': '主播不回复我。'}]"
46,2025-01-01 05:51:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_54b22758', 'time': 1735710609096, 'content': '尺寸不对，麻烦。'}, {'nick_name': 'User_54b22758', 'time': 1735710611172, 'content': '太坑了。'}, {'nick_name': 'User_02219383', 'time': 1735710616964, 'content': '主播态度不好。'}, {'nick_name': 'User_bc1f9569', 'time': 1735710617784, 'content': '我看看再说。'}, {'nick_name': 'User_30585884', 'time': 1735710635307, 'content': '上次买的还是坏的。'}, {'nick_name': 'User_30585884', 'time': 1735710647334, 'content': '主播态度冷淡。'}, {'nick_name': 'User_02219383', 'time': 1735710651182, 'content': '不好用，退了。'}]"
47,2025-01-01 05:52:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_4e862466', 'time': 1735710666943, 'content': '这款和另一款哪个好？'}, {'nick_name': 'User_4e862466', 'time': 1735710669672, 'content': '怎么下单？'}, {'nick_name': 'User_4e862466', 'time': 1735710679650, 'content': '保质期多久？'}]"
48,2025-01-01 05:53:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_850d8be4', 'time': 1735710736233, 'content': '每天必看主播。'}, {'nick_name': 'User_850d8be4', 'time': 1735710753850, 'content': '产品质量好，值得买。'}, {'nick_name': 'User_e05799cc', 'time': 1735710760676, 'content': '主播好有耐心。'}]"
49,2025-01-01 05:54:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_9f358107', 'time': 1735710835927, 'content': '买过，质量好。'}]"
50,2025-01-01 05:55:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_b0f1841d', 'time': 1735710846909, 'content': '刚进，不太懂。'}, {'nick_name': 'User_0971c804', 'time': 1735710875493, 'content': '点个赞。'}, {'nick_name': 'User_b0f1841d', 'time': 1735710899843, 'content': '主播回我下。'}]"
51,2025-01-01 05:56:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_02219383', 'time': 1735710904078, 'content': '避坑，别买。'}, {'nick_name': 'User_fb886349', 'time': 1735710905757, 'content': '售后太慢了。'}, {'nick_name': 'User_02219383', 'time': 1735710912342, 'content': '客服爱答不理。'}, {'nick_name': 'User_461e128b', 'time': 1735710926114, 'content': '商品跟描述不符。'}, {'nick_name': 'User_aff74aee', 'time': 1735710932351, 'content': '福利好多呀。'}, {'nick_name': 'User_aff74aee', 'time': 1735710939751, 'content': '买了买了。'}, {'nick_name': 'User_38fbbe4e', 'time': 1735710939847, 'content': '平时有直播吗？'}, {'nick_name': 'User_fb886349', 'time': 1735710948652, 'content': '有发票吗？'}, {'nick_name': 'User_fb886349', 'time': 1735710951406, 'content': '怎么还不发货？'}, {'nick_name': 'User_02219383', 'time': 1735710951729, 'content': '看看有没有合适的。'}, {'nick_name': 'User_cfc0ba95', 'time': 1735710954937, 'content': '大家觉得怎么样？'}, {'nick_name': 'User_ef5330eb', 'time': 1735710958836, 'content': '大家用过吗？'}, {'nick_name': 'User_ef5330eb', 'time': 1735710959298, 'content': '多久能发货？'}]"
52,2025-01-01 05:57:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_aff74aee', 'time': 1735710960322, 'content': '直播间的氛围超好。'}, {'nick_name': 'User_cbdbfb50', 'time': 1735710961832, 'content': '加运费吗？'}, {'nick_name': 'User_02219383', 'time': 1735710971836, 'content': '直播太卡了。'}, {'nick_name': 'User_fb886349', 'time': 1735710979671, 'content': '这款和另一款哪个好？'}, {'nick_name': 'User_cbdbfb50', 'time': 1735710998031, 'content': '大家觉得怎么样？'}, {'nick_name': 'User_cbdbfb50', 'time': 1735710998639, 'content': '已关注主播。'}, {'nick_name': 'User_04b7468f', 'time': 1735711004321, 'content': '不懂就问。'}, {'nick_name': 'User_cbdbfb50', 'time': 1735711010299, 'content': '今天有什么优惠？'}, {'nick_name': 'User_04b7468f', 'time': 1735711012398, 'content': '主播讲下材质。'}]"
53,2025-01-01 05:58:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_38fbbe4e', 'time': 1735711027399, 'content': '还有库存吗？'}, {'nick_name': 'User_8278ecfe', 'time': 1735711033807, 'content': '保质期多久？'}, {'nick_name': 'User_38fbbe4e', 'time': 1735711056598, 'content': '主播偏心，不理人。'}, {'nick_name': 'User_07d34204', 'time': 1735711068787, 'content': '平时有直播吗？'}, {'nick_name': 'User_fb886349', 'time': 1735711071556, 'content': '有发票吗？'}, {'nick_name': 'User_02219383', 'time': 1735711074159, 'content': '主播回我下。'}, {'nick_name': 'User_02219383', 'time': 1735711074761, 'content': '别信，都是托。'}, {'nick_name': 'User_02219383', 'time': 1735711076134, 'content': '不会再来了。'}, {'nick_name': 'User_07d34204', 'time': 1735711079141, 'content': '多少包邮？'}]"
54,2025-01-01 05:59:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_3fcfbef9', 'time': 1735711097506, 'content': '主播回我下。'}, {'nick_name': 'User_3fcfbef9', 'time': 1735711104361, 'content': '等下再决定。'}]"
55,2025-01-01 06:00:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_26439294', 'time': 1735711142543, 'content': '刚进，不太懂。'}, {'nick_name': 'User_fb886349', 'time': 1735711169541, 'content': '太坑了。'}, {'nick_name': 'User_1270c8c1', 'time': 1735711179359, 'content': '直播内容很丰富。'}, {'nick_name': 'User_844a56a3', 'time': 1735711186489, 'content': '主播再讲一遍。'}]"
56,2025-01-01 06:01:00,ROOM_0001,2025-01-01 05:01:34,"[{'nick_name': 'User_cbe58a1d', 'time': 1735711209548, 'content': '主播讲下材质。'}, {'nick_name': 'User_f325cc9f', 'time': 1735711216016, 'content': '点个赞。'}, {'nick_name': 'User_fb886349', 'time': 1735711243745, 'content': '主播好棒，支持你。'}, {'nick_name': 'User_cf72a56f', 'time': 1735711251489, 'content': '多少包邮？'}]"
