,live_room_id,time,live_start_time,compass_id,year_month,EnterCnt_s,OnlineCnt_s,LeaveCnt_s,ShowCnt_s,WatchRatio_s,ShowCnt_l,WatchCnt_l,WatchRatio_l,WatchConvRatio_l,ConvCnt_s,ConvAmt_s,ConvOrder_s,RepeatRatio_s,GPM_s,GPM_l,RepeatRatio_l,ClickRatio_l,ConvAmt_l,FollowCnt_s,ComCnt_s,ClubCnt_s,FollowRatio_s,InterRatio_s,StayTime_l,FollowRatio_l,AvgComCnt_l,InterRatio_l
10,ROOM_0001,2025-01-01 05:15:00,2025-01-01 05:01:34,1317,2307,177.0,129.0,196.0,1316.0,0.1542553191489361,12055.0,1663.0,0.1445873081708834,0.019844,15,2249.85,15,0.5,1709.6125,314.365,0.75,0.0930232558139534,3789.67,0.0,4.0,1.0,0.0049261083743842,0.0147783251231522,13.0,0.010222489476849,0.0078171978352375,1.0
11,ROOM_0001,2025-01-01 05:16:00,2025-01-01 05:01:34,1317,2307,170.0,105.0,164.0,1240.0,0.2040322580645161,13295.0,1916.0,0.1514855208725084,0.018267,2,99.98,2,0.25,80.629,292.5649,0.5833333333333334,0.1224489795918367,3889.65,5.0,6.0,0.0,0.0039525691699604,0.0158102766798418,14.0,0.0109603340292275,0.0073068893528183,1.0
12,ROOM_0001,2025-01-01 05:17:00,2025-01-01 05:01:34,1317,2307,176.0,103.0,161.0,1209.0,0.0876757650951199,14504.0,2022.0,0.1467870932156646,0.019288,4,199.96,4,0.0,165.3929,281.9643,0.5833333333333334,0.1142857142857142,4089.61,3.0,2.0,2.0,0.0188679245283018,0.0094339622641517,15.0,0.0108803165182987,0.0079129574678536,1.0
13,ROOM_0001,2025-01-01 05:18:00,2025-01-01 05:01:34,1317,2307,162.0,116.0,157.0,1517.0,0.1021753460777851,16021.0,2177.0,0.1431870669745958,0.019752,4,199.96,4,0.0,131.8128,267.7467,0.5833333333333334,0.1043478260869565,4289.57,2.0,7.0,0.0,0.032258064516129,0.0258064516129029,16.0,0.0119430408819476,0.0096463022508038,1.0
14,ROOM_0001,2025-01-01 05:19:00,2025-01-01 05:01:34,1317,2307,150.0,115.0,152.0,761.0,0.2220762155059132,16782.0,2346.0,0.147539029913002,0.019608,3,89.97,3,0.6666666666666666,118.226,260.9665,0.6,0.1209677419354838,4379.54,0.0,2.0,0.0,0.0118343195266272,0.0059171597633138,16.0,0.0115089514066496,0.0098039215686274,1.0
15,ROOM_0001,2025-01-01 05:20:00,2025-01-01 05:01:34,1317,2307,185.0,115.0,196.0,1151.0,0.1355343179843614,17933.0,2502.0,0.1472703953605085,0.023981,14,2099.86,14,0.0,1824.3788,361.3115,0.5625,0.1167883211678832,6479.4,3.0,4.0,0.0,0.0064102564102564,0.0256410256410246,17.0,0.0123900879296562,0.0095923261390887,1.0
16,ROOM_0001,2025-01-01 05:21:00,2025-01-01 05:01:34,1317,2307,193.0,102.0,189.0,1198.0,0.182804674457429,19131.0,2721.0,0.15075009147457,0.023521,4,199.96,4,0.0,166.9115,349.138,0.5294117647058824,0.1188811188811188,6679.36,1.0,5.0,2.0,0.0045662100456621,0.0182648401826485,18.0,0.0128629180448364,0.0091877986034546,1.0
17,ROOM_0001,2025-01-01 05:22:00,2025-01-01 05:01:34,1317,2307,205.0,97.0,191.0,1168.0,0.0933219178082191,20299.0,2830.0,0.1478397950637962,0.023322,2,59.98,2,0.0,51.3527,332.0035,0.4736842105263157,0.1180124223602484,6739.34,0.0,1.0,0.0,0.018348623853211,0.0366972477064209,18.0,0.0137809187279151,0.0095406360424028,1.0
18,ROOM_0001,2025-01-01 05:23:00,2025-01-01 05:01:34,1317,2307,199.0,126.0,189.0,1470.0,0.1231292517006802,21769.0,3011.0,0.1466305296522577,0.022584,2,59.98,2,5.921189464667501e-16,40.8027,312.3396,0.4090909090909091,0.125,6799.32,1.0,4.0,0.0,0.005524861878453,0.0165745856353599,19.0,0.013948854201262,0.0092992361341746,1.0
19,ROOM_0001,2025-01-01 05:24:00,2025-01-01 05:01:34,1317,2307,147.0,125.0,159.0,716.0,0.2625698324022346,22485.0,3199.0,0.1510340226817878,0.021569,1,29.99,1,0.0,41.8855,303.7274,0.391304347826087,0.125,6829.31,4.0,3.0,1.0,0.0,0.0053191489361697,19.0,0.013441700531416,0.0087527352297593,1.0
20,ROOM_0001,2025-01-01 05:25:00,2025-01-01 05:01:34,1317,2307,161.0,108.0,167.0,1243.0,0.1520514883346741,23728.0,3388.0,0.1518037761294673,0.023022,9,1169.91,9,1.0,941.1987,337.1215,0.4166666666666667,0.125,7999.22,0.0,2.0,1.0,0.0105820105820105,0.0105820105820105,19.0,0.0132821723730814,0.0088547815820543,1.0
21,ROOM_0001,2025-01-01 05:26:00,2025-01-01 05:01:34,1317,2307,165.0,108.0,157.0,1102.0,0.1778584392014519,24830.0,3584.0,0.1541683447442609,0.0226,3,149.97,3,0.0,136.0889,328.1994,0.4,0.1231527093596059,8149.19,3.0,1.0,0.0,0.0153061224489795,0.0204081632653072,20.0,0.013671875,0.0092075892857142,1.0
22,ROOM_0001,2025-01-01 05:27:00,2025-01-01 05:01:34,1317,2307,169.0,109.0,170.0,1062.0,0.0941619585687382,25892.0,3684.0,0.15193882280241,0.022258,1,29.99,1,0.0,28.2392,315.896,0.4,0.1196172248803827,8179.18,1.0,4.0,2.0,0.0,0.0399999999999978,20.0,0.014386536373507,0.008957654723127,2.0
23,ROOM_0001,2025-01-01 05:28:00,2025-01-01 05:01:34,1317,2307,176.0,120.0,163.0,1438.0,0.1022253129346314,27330.0,3831.0,0.1501646542261251,0.021926,2,59.98,2,0.0,41.7107,301.4694,0.3846153846153846,0.1198156682027649,8239.16,2.0,4.0,2.0,0.0272108843537414,0.0136054421768709,20.0,0.0143565648655703,0.0096580527277473,2.0
24,ROOM_0001,2025-01-01 05:29:00,2025-01-01 05:01:34,1317,2307,170.0,118.0,169.0,671.0,0.2339791356184798,28001.0,3988.0,0.1532088139709296,0.021565,2,59.98,2,0.4999999999999991,89.389,296.3873,0.3928571428571428,0.1244444444444444,8299.14,0.0,6.0,0.0,0.0,0.0063694267515931,21.0,0.0140421263791374,0.0092778335005015,2.0
25,ROOM_0001,2025-01-01 05:30:00,2025-01-01 05:01:34,1317,2307,205.0,119.0,204.0,2014.0,0.1285998013902681,30015.0,4247.0,0.1527236381809095,0.023546,14,2099.86,14,1.7763568394002505e-15,1042.6316,346.4601,0.3793103448275862,0.125,10399.0,1.0,7.0,0.0,0.0115830115830115,0.0154440154440155,21.0,0.0141276194961149,0.0094184129974099,2.0
26,ROOM_0001,2025-01-01 05:31:00,2025-01-01 05:01:34,1317,2307,163.0,108.0,168.0,521.0,0.1554702495201535,30536.0,4328.0,0.1529342415509562,0.023799,3,149.97,3,0.1999999999999996,287.8503,345.4601,0.3529411764705882,0.1422594142259414,10548.97,0.0,2.0,0.0,0.0,0.0123456790123415,21.0,0.0140942698706099,0.0092421441774491,2.0
27,ROOM_0001,2025-01-01 05:32:00,2025-01-01 05:01:34,1317,2307,212.0,121.0,188.0,536.0,0.1473880597014925,31072.0,4407.0,0.153063851699279,0.024053,3,149.97,3,0.0,279.7948,344.3274,0.3428571428571428,0.1411290322580645,10698.94,0.0,4.0,1.0,0.0,0.0126582278481042,22.0,0.0140685273428636,0.0090764692534604,2.0
28,ROOM_0001,2025-01-01 05:33:00,2025-01-01 05:01:34,1317,2307,236.0,125.0,227.0,1421.0,0.0893736805066854,32493.0,4534.0,0.1506478318407041,0.024261,4,199.96,4,0.0,140.7178,335.423,0.3428571428571428,0.1351351351351351,10898.9,2.0,4.0,0.0,0.0,0.0078740157480309,21.0,0.013895015438906,0.0088222320247022,2.0
29,ROOM_0001,2025-01-01 05:34:00,2025-01-01 05:01:34,1317,2307,185.0,137.0,191.0,723.0,0.2226832641770401,33216.0,4695.0,0.1528480250481695,0.023855,2,59.98,2,0.5,82.9599,329.9277,0.3513513513513513,0.1380597014925373,10958.88,3.0,1.0,0.0,0.0062111801242236,1.1915934077964414e-15,22.0,0.0134185303514377,0.0087326943556975,2.0
30,ROOM_0001,2025-01-01 05:35:00,2025-01-01 05:01:34,1317,2307,199.0,136.0,198.0,1099.0,0.1492265696087352,34315.0,4859.0,0.1530817426781291,0.025108,10,1299.9,10,0.0,1182.8025,357.2426,0.3421052631578947,0.1352313167259786,12258.78,2.0,3.0,2.0,0.0182926829268292,0.0121951219512182,22.0,0.0133772381148384,0.0090553611854291,2.0
31,ROOM_0001,2025-01-01 05:36:00,2025-01-01 05:01:34,1317,2307,188.0,131.0,199.0,1074.0,0.2197392923649906,35389.0,5095.0,0.1558111277515612,0.024141,1,29.99,1,8.881784197001252e-16,27.9236,347.2483,0.325,0.1360544217687075,12288.77,0.0,1.0,0.0,0.0127118644067796,0.0169491525423724,22.0,0.0135426889106967,0.009224730127576,2.0
32,ROOM_0001,2025-01-01 05:37:00,2025-01-01 05:01:34,1317,2307,175.0,106.0,168.0,1089.0,0.09366391184573,36478.0,5197.0,0.1542573606009101,0.024052,2,59.98,2,0.0,55.0781,338.526,0.3170731707317073,0.1366666666666666,12348.75,3.0,1.0,0.0,0.0,0.0098039215686264,23.0,0.0134693092168558,0.0090436790456032,2.0
33,ROOM_0001,2025-01-01 05:38:00,2025-01-01 05:01:34,1317,2307,192.0,125.0,160.0,1462.0,0.0978112175102599,37940.0,5340.0,0.1523194517659462,0.02397,3,149.97,3,0.0,102.5787,329.4338,0.3023255813953488,0.1387096774193548,12498.72,0.0,8.0,1.0,0.0069930069930069,0.0279720279720299,23.0,0.0138576779026217,0.0089887640449438,2.0
34,ROOM_0001,2025-01-01 05:39:00,2025-01-01 05:01:34,1317,2307,165.0,138.0,157.0,1287.0,0.174048174048174,39227.0,5564.0,0.1536186810105284,0.023364,2,59.98,2,0.0,46.6045,320.1545,0.2888888888888888,0.1415094339622641,12558.7,0.0,1.0,0.0,0.0089285714285714,0.0133928571428573,23.0,0.0138389647735442,0.0089863407620416,2.0
35,ROOM_0001,2025-01-01 05:40:00,2025-01-01 05:01:34,1317,2307,192.0,133.0,210.0,511.0,0.146771037181996,39738.0,5639.0,0.1538074387236398,0.025891,16,2079.84,16,1.7763568394002505e-15,4070.137,368.3764,0.2826086956521739,0.1411042944785276,14638.54,0.0,3.0,2.0,0.0,0.0133333333333278,23.0,0.0138322397588224,0.0088668203582195,2.0
36,ROOM_0001,2025-01-01 05:41:00,2025-01-01 05:01:34,1317,2307,212.0,120.0,211.0,1591.0,0.1376492771841609,41329.0,5858.0,0.1538629049819739,0.025265,2,59.98,2,0.0,37.6996,355.6466,0.2826086956521739,0.1369047619047619,14698.52,1.0,1.0,0.0,0.0,0.0091324200913247,23.0,0.0136565380675998,0.0085353362922499,2.0
37,ROOM_0001,2025-01-01 05:42:00,2025-01-01 05:01:34,1317,2307,247.0,125.0,231.0,566.0,0.1537102473498233,41895.0,5945.0,0.1540517961570593,0.025231,2,59.98,2,4.440892098500626e-16,105.9717,352.2735,0.26,0.1400560224089636,14758.5,0.0,8.0,0.0,0.0,1.4700884188140004e-15,24.0,0.0134566862910008,0.0084104289318755,2.0
38,ROOM_0001,2025-01-01 05:43:00,2025-01-01 05:01:34,1317,2307,210.0,125.0,205.0,1600.0,0.095625,43495.0,6098.0,0.1523393493505,0.02509,3,89.97,3,0.0,56.2312,341.3834,0.2549019607843137,0.1401098901098901,14848.47,0.0,4.0,1.0,0.0065359477124183,0.0130718954248377,24.0,0.0134470318137094,0.0083633978353558,2.0
39,ROOM_0001,2025-01-01 05:44:00,2025-01-01 05:01:34,1317,2307,169.0,129.0,177.0,811.0,0.2046855733662145,44306.0,6264.0,0.1535006545388886,0.024745,2,59.98,2,0.0,73.9581,336.4883,0.2452830188679245,0.1428571428571428,14908.45,1.0,1.0,1.0,0.0,0.0060240963855409,24.0,0.013250319284802,0.0081417624521072,2.0
40,ROOM_0001,2025-01-01 05:45:00,2025-01-01 05:01:34,1317,2307,255.0,122.0,247.0,1182.0,0.1362098138747885,45488.0,6425.0,0.1534910306014773,0.026459,15,1949.85,15,0.2499999999999991,1649.6193,370.6098,0.2456140350877192,0.1507936507936507,16858.3,1.0,1.0,0.0,0.0,0.0186335403726724,24.0,0.0133852140077821,0.0079377431906614,2.0
41,ROOM_0001,2025-01-01 05:46:00,2025-01-01 05:01:34,1317,2307,279.0,132.0,285.0,1146.0,0.1780104712041884,46634.0,6629.0,0.1544366771025432,0.025947,2,59.98,2,0.1206896551724163,52.3386,362.7885,0.2413793103448276,0.1505102040816326,16918.28,0.0,3.0,0.0,0.0098039215686274,0.0294117647058801,24.0,0.01387841303364,0.0079951727259013,2.0
42,ROOM_0001,2025-01-01 05:47:00,2025-01-01 05:01:34,1317,2307,234.0,137.0,225.0,1172.0,0.0742320819112627,47806.0,6716.0,0.1525749905869556,0.026057,3,89.97,3,0.7586206896551726,76.7662,355.7765,0.25,0.1485148514851485,17008.25,1.0,12.0,0.0,0.0,5.0636378870260015e-15,24.0,0.0136986301369863,0.0078916021441334,2.0
43,ROOM_0001,2025-01-01 05:48:00,2025-01-01 05:01:34,1317,2307,201.0,126.0,205.0,1867.0,0.1339046598821639,49673.0,6966.0,0.152436937571719,0.025553,3,89.97,3,0.4193548387096761,48.1896,344.2156,0.2580645161290322,0.1532846715328467,17098.22,1.0,6.0,0.0,0.004,0.0159999999999982,24.0,0.0137812230835486,0.0077519379844961,2.0
44,ROOM_0001,2025-01-01 05:49:00,2025-01-01 05:01:34,1317,2307,219.0,122.0,217.0,552.0,0.1485507246376811,50225.0,7048.0,0.1525335988053758,0.025539,2,59.98,2,0.0,108.6594,341.6267,0.2461538461538461,0.1570048309178744,17158.2,1.0,1.0,0.0,0.0121951219512195,0.024390243902439,24.0,0.0139046538024971,0.0078036322360953,2.0
45,ROOM_0001,2025-01-01 05:50:00,2025-01-01 05:01:34,1317,2307,201.0,123.0,205.0,1097.0,0.1330902461257976,51322.0,7194.0,0.1524297572191263,0.027106,15,1949.85,15,0.0,1777.4385,372.3169,0.2461538461538461,0.1504629629629629,19108.05,1.0,6.0,1.0,0.0,0.0068493150684933,24.0,0.0137614678899082,0.0076452599388379,2.0
46,ROOM_0001,2025-01-01 05:51:00,2025-01-01 05:01:34,1317,2307,200.0,122.0,190.0,1148.0,0.1855400696864111,52470.0,7407.0,0.1535734705546026,0.026596,2,59.98,2,8.881784197001252e-16,52.2474,365.3141,0.2318840579710145,0.1575342465753424,19168.03,3.0,1.0,0.0,0.0046948356807511,0.0187793427230052,24.0,0.0139057648170649,0.0075604158228702,2.0
47,ROOM_0001,2025-01-01 05:52:00,2025-01-01 05:01:34,1317,2307,178.0,133.0,186.0,1197.0,0.0710108604845446,53667.0,7492.0,0.1519555779156651,0.026829,4,119.96,4,0.9999999999999964,100.2172,359.4013,0.2428571428571428,0.1565995525727069,19287.99,1.0,1.0,0.0,0.0117647058823529,0.0117647058823536,24.0,0.0138814735718099,0.0076081153230112,2.0
48,ROOM_0001,2025-01-01 05:53:00,2025-01-01 05:01:34,1317,2307,193.0,125.0,177.0,1625.0,0.0947692307692307,55292.0,7646.0,0.1505461911307241,0.026681,3,89.97,3,0.0,55.3662,350.4659,0.2394366197183098,0.156043956043956,19377.96,2.0,2.0,0.0,0.0194805194805194,0.0064935064935069,24.0,0.0137326706774784,0.0078472403871305,2.0
49,ROOM_0001,2025-01-01 05:54:00,2025-01-01 05:01:34,1317,2307,165.0,137.0,172.0,784.0,0.1811224489795918,56076.0,7788.0,0.1513125044582352,0.026451,2,59.98,2,1.7763568394002505e-15,76.5051,346.6356,0.2328767123287671,0.1569892473118279,19437.94,0.0,2.0,2.0,0.0140845070422535,0.0070422535211264,25.0,0.0136106831022085,0.0079609655880842,2.0
50,ROOM_0001,2025-01-01 05:55:00,2025-01-01 05:01:34,1317,2307,186.0,132.0,178.0,1340.0,0.0977611940298507,57416.0,7919.0,0.150393618503553,0.028034,16,2079.84,16,0.0,1552.1194,374.7698,0.2266666666666666,0.1582278481012658,21517.78,1.0,9.0,2.0,0.0076335877862595,0.0305343511450349,25.0,0.0138906427579239,0.0079555499431746,2.0
51,ROOM_0001,2025-01-01 05:56:00,2025-01-01 05:01:34,1317,2307,221.0,141.0,205.0,1221.0,0.1678951678951679,58637.0,8124.0,0.1511502975936695,0.027573,2,59.98,2,0.0,49.1237,367.9888,0.2207792207792207,0.1584362139917695,21577.76,1.0,6.0,2.0,0.0,0.0195121951219537,25.0,0.0140324963072378,0.0077548005908419,2.0
52,ROOM_0001,2025-01-01 05:57:00,2025-01-01 05:01:34,1317,2307,214.0,152.0,203.0,1292.0,0.0650154798761609,59929.0,8208.0,0.1493767625022943,0.027534,2,59.98,2,0.5500000000000078,46.4241,361.0562,0.225,0.1535433070866141,21637.74,3.0,8.0,0.0,0.0119047619047619,0.011904761904758,25.0,0.0140107212475633,0.0077972709551656,2.0
53,ROOM_0001,2025-01-01 05:58:00,2025-01-01 05:01:34,1317,2307,234.0,173.0,208.0,1870.0,0.1181818181818181,61799.0,8429.0,0.1489991747439279,0.027049,2,59.98,2,0.0899999999999984,32.0749,351.1015,0.216867469879518,0.1611650485436893,21697.72,1.0,3.0,1.0,0.0180995475113122,0.0135746606334832,25.0,0.0139992881717878,0.0080673864040811,2.0
54,ROOM_0001,2025-01-01 05:59:00,2025-01-01 05:01:34,1317,2307,236.0,183.0,250.0,647.0,0.1097372488408037,62446.0,8500.0,0.1486404253274829,0.027059,2,59.98,2,1.7763568394002505e-15,92.7048,348.4242,0.2117647058823529,0.1609848484848484,21757.7,1.0,3.0,1.0,0.0140845070422535,0.0281690140845126,26.0,0.0141176470588235,0.0081176470588235,2.0
55,ROOM_0001,2025-01-01 06:00:00,2025-01-01 05:01:34,1317,2307,274.0,176.0,254.0,2235.0,0.1105145413870246,64681.0,8747.0,0.1475858443747004,0.028238,17,2209.83,17,0.1666666666666672,988.7383,370.5498,0.2087912087912088,0.1663619744058501,23967.53,2.0,4.0,1.0,0.0040485829959514,0.0161943319838061,26.0,0.014176289013376,0.0080027437978735,2.0
56,ROOM_0001,2025-01-01 06:01:00,2025-01-01 05:01:34,1317,2307,241.0,186.0,249.0,1680.0,0.131547619047619,66361.0,8968.0,0.1474359940326396,0.027877,3,89.97,3,0.0,53.5536,362.5247,0.2087912087912088,0.1630824372759856,24057.5,2.0,2.0,0.0,0.0090497737556561,0.0090497737556528,26.0,0.0140499553969669,0.0080285459411239,2.0
57,ROOM_0001,2025-01-01 06:02:00,2025-01-01 05:01:34,1317,2307,251.0,181.0,237.0,836.0,0.1710526315789473,67197.0,9111.0,0.1478935071506168,0.027878,4,119.96,4,0.0,143.4928,359.7997,0.2087912087912088,0.1577123050259965,24177.46,3.0,6.0,0.0,0.0069930069930069,0.0069930069930081,26.0,0.0139391943804192,0.0080122928328394,2.0
58,ROOM_0001,2025-01-01 06:03:00,2025-01-01 05:01:34,1317,2307,198.0,192.0,216.0,2223.0,0.0643274853801169,69420.0,9254.0,0.1453903774128493,0.027664,2,59.98,2,0.0,26.9816,349.142,0.2,0.1595925297113752,24237.44,2.0,9.0,0.0,0.0069930069930069,0.0139860139860144,26.0,0.013939917873352,0.0079965420358763,2.0
59,ROOM_0001,2025-01-01 06:04:00,2025-01-01 05:01:34,1317,2307,202.0,181.0,197.0,1059.0,0.1850802644003777,70479.0,9450.0,0.1462988975439492,0.027407,3,89.97,3,0.2399999999999991,84.9575,345.1725,0.202020202020202,0.1633663366336633,24327.41,0.0,8.0,2.0,0.0204081632653061,0.0153061224489794,27.0,0.0139682539682539,0.0082539682539682,2.0
60,ROOM_0001,2025-01-01 06:05:00,2025-01-01 05:01:34,1317,2307,186.0,180.0,191.0,1703.0,0.1098062243100411,72182.0,9637.0,0.1457565598071541,0.028536,16,2079.84,16,8.881784197001252e-16,1221.2801,365.8426,0.1941747572815534,0.1666666666666666,26407.25,1.0,3.0,0.0,0.0053475935828877,0.0267379679144412,27.0,0.0142160423368268,0.0081975718584621,2.0
61,ROOM_0001,2025-01-01 06:06:00,2025-01-01 05:01:34,1317,2307,211.0,167.0,213.0,1520.0,0.0953947368421052,73702.0,9782.0,0.1448671677837779,0.02842,3,89.97,3,0.1999999999999985,59.1908,359.5183,0.1944444444444444,0.1684867394695788,26497.22,2.0,8.0,0.0,0.0068965517241379,0.03448275862069,27.0,0.014516458801881,0.008178286648947,2.0
62,ROOM_0001,2025-01-01 06:07:00,2025-01-01 05:01:34,1317,2307,180.0,169.0,177.0,1397.0,0.1152469577666428,75099.0,9943.0,0.144502589914646,0.028362,4,119.96,4,0.2500000000000009,85.8697,354.4279,0.1964285714285714,0.1696969696969697,26617.18,1.0,2.0,1.0,0.0124223602484472,0.0124223602484426,27.0,0.0144825505380669,0.0082470079452881,2.0
63,ROOM_0001,2025-01-01 06:08:00,2025-01-01 05:01:34,1317,2307,219.0,167.0,227.0,1433.0,0.1144452198185624,76532.0,10107.0,0.1441749856269273,0.028297,4,119.96,4,0.3333333333333345,83.7125,349.359,0.2,0.1711309523809523,26737.14,1.0,6.0,1.0,0.0,0.0365853658536606,28.0,0.0148411991688928,0.0081131888789947,2.0
64,ROOM_0001,2025-01-01 06:09:00,2025-01-01 05:01:34,1317,2307,191.0,152.0,189.0,1501.0,0.1132578281145902,78033.0,10277.0,0.1439262875962733,0.028218,4,119.96,4,0.0,79.9201,344.1762,0.1949152542372881,0.1715116279069767,26857.1,2.0,6.0,1.0,0.0058823529411764,0.0176470588235267,28.0,0.0148876131166682,0.0080762868541403,2.0
65,ROOM_0001,2025-01-01 06:10:00,2025-01-01 05:01:34,1317,2307,222.0,164.0,220.0,1458.0,0.1049382716049382,79491.0,10430.0,0.1435634222742197,0.029243,15,1949.85,15,0.0,1337.3457,362.3926,0.1900826446280991,0.1723646723646723,28806.95,2.0,7.0,1.0,0.0065359477124183,0.0130718954248377,28.0,0.0148609779482262,0.0080536912751677,2.0
66,ROOM_0001,2025-01-01 06:11:00,2025-01-01 05:01:34,1317,2307,205.0,157.0,194.0,1435.0,0.1602787456445993,80926.0,10660.0,0.1442181746286731,0.028987,4,119.96,4,0.0,83.5958,357.4489,0.1869918699186991,0.1725105189340813,28926.91,2.0,2.0,0.0,0.008695652173913,0.0130434782608724,28.0,0.0148217636022514,0.0080675422138836,2.0
67,ROOM_0001,2025-01-01 06:12:00,2025-01-01 05:01:34,1317,2307,192.0,165.0,185.0,1400.0,0.0671428571428571,82326.0,10754.0,0.1431018147365352,0.029105,4,199.96,4,1.7763568394002505e-15,142.8286,353.7992,0.1811023622047244,0.1751724137931034,29126.87,1.0,5.0,0.0,0.0212765957446808,0.0744680851063817,28.0,0.0153431281383671,0.0081830016737957,2.0
68,ROOM_0001,2025-01-01 06:13:00,2025-01-01 05:01:34,1317,2307,209.0,176.0,194.0,1408.0,0.1001420454545454,83734.0,10895.0,0.1426660615759428,0.029096,4,199.96,4,0.0,142.017,350.238,0.1769230769230769,0.1756756756756756,29326.83,1.0,1.0,2.0,0.0141843971631205,0.0212765957446762,29.0,0.0154199173932996,0.0082606700321248,2.0
69,ROOM_0001,2025-01-01 06:14:00,2025-01-01 05:01:34,1317,2307,218.0,192.0,208.0,1430.0,0.109090909090909,85164.0,11051.0,0.1423136536564745,0.029138,5,249.95,5,0.2857142857142857,174.7902,347.292,0.1824817518248175,0.1831550802139037,29576.78,1.0,7.0,0.0,0.0128205128205128,0.0128205128205151,29.0,0.015383223237716,0.008325038458058,2.0
